0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","1"
0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","1","1"
0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","1","2"
0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","2","2"
0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1","0","0","2","3"
0,0,0,0,0,0,0,0,0,0,0,"1",0,"0","0","1","0","1","3","4AT"
0,0,0,"1",0,0,0,0,0,0,0,"1",0,"0","0","2","0","1","4AT","4AT"
0,0,0,"1",0,0,0,"1",0,0,0,"2",0,"0","1","3","0","2","4BT","5BT"
0,0,"1","2",0,0,"1","1",0,0,"1","2",0,"0","1","3","1","2","5CT","6CT"
0,0,"1","2",0,0,"1","2",0,0,"1","3",0,"0","2","4","1","3","6DT","6DT"
0,0,"2","3",0,"1","2","2",0,0,"2","3","1","1","3","5AT","2","4","6ET","7ET"
0,0,"2","3","1","1","2","3",0,"1","2","4","1","1","3","5AT","2","4","7AS","8AS"
0,"1","3","4","1","1","3","4",0,"1","3","5","2","2","4AT","6BT","3","5AT","8AS","8AS"
0,"1","3","4","2","2","3","4","1","2","3","5AT","2","2","5AT","7CT","4","6BT","8AS","9AS"
0,"1","4","5","2","2","4","5AT","1","2","4","6BT","3","3AT","5BT","7DT","4","6CT","9AS","10AS"
0,"2","4","5AT","3","3","4","5AT","1","3","5","6CT","3AT","3BT","6CT","8ET","5","7DT","9AS","10AS"
"1","2","5","6BT","3","3","5","6AT","2","3","5AT","7DT","4BT","4CT","7DT","9AS","5AT","7ET","10BS","11 AS"
"1","3","5","7CT","4","4","5AT","7BT","2","4","6BT","8ET","4CT","4DT","7ET","9AS","6BT","8AS","11BS","12BS"
"1","3","6AT","7DT","4","4","6AT","7CT","3","4","6CT","8AS","5DT","5ET","8AS","10AS","7CT","9AS","11BS","12BS"
"2","4AT","6BT","8ET","5","5","7BT","8DT","3","5AT","7DT","9AS","5ET","5AS","9AS","11 AS","7DT","9AS","12BS","13BS"
"2","4AT","7CT","8AS","5AT","5AT","7CT","8ET","4","5BT","8ET","9AS","6AS","6AS","9AS","11BS","8ET","10AS","13BS","13BS"
"3","5BT","7DT","9AS","6AT","6AT","8DT","9AS","4AT","6CT","8AS","10BS","6AS","6AS","10AS","12BS","9AS","11BS","13BS","14BS"
"3AT","5CT","8ET","9AS","6BT","6AT","8ET","10BS","5AT","6DT","9AP","11BS","7AS","7BS","11BS","13BS","9AS","11BS","14BS","15BP"
"4AT","6DT","8AP","10AS","7CT","7BT","9AS","10BS","5AT","7ET","9AS","11BS","7AS","7BS","11BS","13CS","10AS","12BS","15BP","15CS"
"4BT","6ET","9AS","10AS","7DT","7CT","9AP","11BS","6BT","8AP","10AP","12CS","8AS","8BS","12BS","14CS","10AS","12BS","15CS","16CP"
"4CT","7AS","9AP","11BS","8ET","8DT","10BS","11CP","6CT","8AS","10AS","12CS","8BS","8BS","13CS","15CP","11BS","13CS","16CP","17DS"
"5DT","7AP","10BS","11BS","8AP","8ET","10BP","12CS","6DT","9AP","11BP","13CP","9BS","9CS","13CP","15CS","12BS","14CP","16DS","17DP"
"5ET","8BS","10BP","12BS","9AP","9AP","11BS","13CP","7ET","9BS","12BS","14CS","9BS","9CP","14CS","16DP","12BS","14CS","17DP","18DS"
"6AP","8BP","11BS","13CP","9AP","9BP","12BP","13CS","7AP","10BP","12BP","14DP","10CP","10CS","15CP","17DS","13CP","15CP","18DS","19EP"
"6AP","9BS","11BP","13CS","10AP","10BP","12CS","14DP","8BP","10BS","13CS","15DS","10CS","10CP","15DS","17DP","14CS","16DS","18EP","19ES"
"7BP","9BP","12CS","14CP","10BP","10BP","13CP","14DS","8BP","11BP","13CP","15DP","11CP","11CS","16DP","18DS","14CP","16DP","19ES","20EP"
"7BS","10CS","12CP","14DS","11BP","11BS","13CS","15DP","9BS","11CS","14CS","16DS","11CS","11DP","17DS","19EP","15DS","17DS","20EP","21 ES"
"7BP","10CP","13CS","15DP","11BP","11CP","14CP","16DK","9BP","12CP","15DP","17DP","12DP","12DS","17DP","19ES","15DP","17DP","20ES","21 EP"
"8BS","11CS","13CP","15DS","12BS","12CS","14CS","16ES","10CS","12CS","15DS","17ES","12DS","12DP","18ES","20EP","16DS","18ES","21EP","22ES"
"8CP","11CP","14CS","16EP","12CP","12CP","15DP","17EP","10CP","13CP","16DP","18EP","13DP","13ES","19EP","21ES","17EP","19EP","22ES","23EP"
"9CK","12DK","14DP","16EK","13CK","13CK","15DK","17EK","11CK","13DK","16EK","18EK","13EK","13EP","19EK","21EP","17EK","19EK","22EP","23EK"
"9DS","12DS","15DS","17ES","13CS","13DS","16ES","18ES","11DS","14DS","17ES","19ES","14ES","14ES","20ES","22ES","18ES","20ES","23ES","24ES"
"10EP","13EP","15EP","18FP","14DP","14DP","17EP","19FP","12EP","15EP","18EP","20FP","15EP","15EP","21EP","23FP","19EP","21EP","24FP","24FP"
